RepNam	halfLive_h	Ensembl_Gene	RefSeq_nuc1	Ensembl_nuc
NM_004604	6.67 	ENSG00000103496.15	NM_004604	ENST00000313843.8
NM_002484	6.67 	ENSG00000103274.11	NM_002484	ENST00000283027.10
NM_001356	6.67 	ENSG00000215301.11	NM_001356	ENST00000644876.2
NM_005342	6.67 	ENSG00000029993.15	NM_005342	ENST00000325307.12
NM_006359	6.67 			
NM_001042537	6.67 			
NM_019597	6.67 	ENSG00000126945.9	NM_019597	ENST00000316594.6
NM_001032393	6.67 			
NM_080822	6.67 	ENSG00000262664.3	NM_080822	ENST00000572195.3
NM_198896	6.67 	ENSG00000175582.20	NM_198896	ENST00000336083.8
NM_002869	6.67 			
NM_002435	6.67 	ENSG00000178802.18	NM_002435	ENST00000352410.9
NM_017423	6.67 	ENSG00000109586.12	NM_017423	ENST00000265000.9
NM_001039589	6.71 			
NM_001384	6.71 	ENSG00000132768.14	NM_001384	ENST00000255108.8
NM_000598	6.71 	ENSG00000146674.16	NM_000598	ENST00000613132.5
NM_001013398	6.71 			
NM_012232	6.71 	ENSG00000177469.13	NM_012232	ENST00000357037.6
NM_032276	6.71 			
NM_138614	6.71 			
NM_138615	6.71 	ENSG00000132153.15	NM_138615	ENST00000445061.6
NM_014966	6.71 			
NM_007047	6.71 	ENSG00000186470.14	NM_007047	ENST00000377708.7
NM_173487	6.71 			
NM_018685	6.72 	ENSG00000011426.11	NM_018685	ENST00000265748.7
NM_020150	6.73 	ENSG00000079332.15	NM_020150	ENST00000373241.9
NM_015344	6.73 	ENSG00000104660.19	NM_015344	ENST00000321250.13
NM_003681	6.73 	ENSG00000160209.19	NM_003681	ENST00000291565.9
NM_004888	6.73 	ENSG00000136888.8	NM_004888	ENST00000374050.4
NM_058199	6.73 			
NM_014279	6.73 			
NM_006334	6.73 			
NM_003678	6.73 	ENSG00000100296.14	NM_003678	ENST00000490103.6
NM_001002879	6.73 			
NM_001002877	6.73 			
NM_001002878	6.73 			
NM_003347	6.73 	ENSG00000185651.16	NM_003347	ENST00000342192.9
NM_198157	6.73 			
NM_001003704	6.73 			
NM_016498	6.73 	ENSG00000242114.6	NM_016498	ENST00000266263.10
NM_024845	6.74 			
NM_000788	6.74 	ENSG00000156136.10	NM_000788	ENST00000286648.10
NM_144963	6.75 	ENSG00000176853.16	NM_144963	ENST00000334705.12
NM_001012643	6.75 	ENSG00000176182.6	NM_001012643	ENST00000322217.6
NM_017592	6.75 	ENSG00000063322.15	NM_017592	ENST00000315588.11
NM_016210	6.75 	ENSG00000088543.15	NM_016210	ENST00000357203.8
NM_183381	6.75 	ENSG00000082996.20	NM_183381	ENST00000392894.8
NM_183382	6.75 			
NM_183383	6.75 			
NM_007282	6.75 			
NM_183384	6.75 			
NM_145058	6.75 	ENSG00000150977.11	NM_145058	ENST00000280571.10
NM_018183	6.75 			
NM_006703	6.75 	ENSG00000272325.2	NM_006703	ENST00000607016.2
NM_003900	6.76 	ENSG00000161011.20	NM_003900	ENST00000389805.9
NM_012405	6.76 	ENSG00000116237.16	NM_012405	ENST00000343813.10
NM_003779	6.76 	ENSG00000158850.15	NM_003779	ENST00000319769.10
NM_003021	6.76 	ENSG00000104969.11	NM_003021	ENST00000221566.7
NM_015305	6.76 	ENSG00000013523.11	NM_015305	ENST00000251089.8
NM_016422	6.76 	ENSG00000110315.7	NM_016422	ENST00000265981.7
NM_030650	6.76 	ENSG00000144320.14	NM_030650	ENST00000272748.9
NM_000196	6.76 	ENSG00000176387.7	NM_000196	ENST00000326152.6
NM_002065	6.77 			
NM_001033044	6.77 	ENSG00000135821.19	NM_001033044	ENST00000331872.11
NM_001033056	6.77 			
NM_001408	6.77 	ENSG00000143126.8	NM_001408	ENST00000271332.4
NM_003574	6.77 			
NM_194434	6.77 	ENSG00000101558.14	NM_194434	ENST00000400000.7
NM_000021	6.77 	ENSG00000080815.20	NM_000021	ENST00000324501.10
NM_020954	6.77 			
NM_017958	6.78 			
NM_001031706	6.78 			
NM_001310	6.78 	ENSG00000111269.3	NM_001310	ENST00000228865.3
NM_014303	6.78 	ENSG00000100029.18	NM_014303	ENST00000354694.12
NM_031434	6.79 			
NM_021805	6.79 			
NM_022780	6.80 	ENSG00000153561.13	NM_022780	ENST00000283632.5
NM_001895	6.80 			
NM_177559	6.80 	ENSG00000101266.19	NM_177559	ENST00000217244.9
NM_177560	6.80 			
NM_198799	6.80 	ENSG00000124243.19	NM_198799	ENST00000371608.8
NM_001010974	6.80 			
NM_017843	6.80 			
NM_052963	6.80 	ENSG00000184428.13	NM_052963	ENST00000329245.9
NM_006283	6.80 	ENSG00000147526.20	NM_006283	ENST00000317827.9
NM_024296	6.80 	ENSG00000160050.16	NM_024296	ENST00000373602.10
NM_005441	6.80 	ENSG00000159259.8	NM_005441	ENST00000314103.6
NM_000093	6.80 	ENSG00000130635.16	NM_000093	ENST00000371817.8
NM_152892	6.80 	ENSG00000161036.13	NM_152892	ENST00000292616.10
NM_021083	6.80 	ENSG00000047597.7	NM_021083	ENST00000378616.5
NM_015459	6.80 	ENSG00000184743.13	NM_015459	ENST00000398868.8
NM_015012	6.80 	ENSG00000166471.11	NM_015012	ENST00000528080.6
NM_001331	6.80 			
NM_022346	6.80 	ENSG00000109805.10	NM_022346	ENST00000251496.7
NM_024329	6.81 	ENSG00000142634.13	NM_024329	ENST00000375980.9
NM_012219	6.81 			
NM_004674	6.81 	ENSG00000129691.16	NM_004674	ENST00000343823.11
NM_014328	6.81 			
NM_002184	6.82 	ENSG00000134352.21	NM_002184	ENST00000381298.7
NM_175767	6.82 			
NM_007255	6.82 	ENSG00000027847.14	NM_007255	ENST00000029410.10
NM_019118	6.82 	ENSG00000160055.20	NM_019118	ENST00000309777.11
NM_016238	6.82 	ENSG00000196510.14	NM_016238	ENST00000455511.9
NM_018373	6.82 	ENSG00000213463.5	NM_018373	ENST00000256366.6
NM_001383	6.82 	ENSG00000108963.19	NM_001383	ENST00000263083.12
NM_020894	6.82 	ENSG00000163945.19	NM_020894	ENST00000389851.10
NM_002946	6.83 	ENSG00000117748.10	NM_002946	ENST00000373912.8
NM_003348	6.83 	ENSG00000177889.10	NM_003348	ENST00000318066.7
NM_006331	6.83 	ENSG00000126749.17	NM_006331	ENST00000599672.6
NM_006923	6.83 	ENSG00000132581.10	NM_006923	ENST00000247020.9
NM_001829	6.83 	ENSG00000109572.15	NM_001829	ENST00000513761.6
NM_173872	6.83 			
NM_198476	6.84 	ENSG00000188493.15	NM_198476	ENST00000378313.7
NM_016475	6.84 	ENSG00000050130.18	NM_016475	ENST00000616435.5
NM_004927	6.84 	ENSG00000149792.9	NM_004927	ENST00000279242.7
NM_017755	6.86 	ENSG00000037474.15	NM_017755	ENST00000264670.11
NM_002130	6.86 			
NM_024632	6.86 	ENSG00000164576.12	NM_024632	ENST00000297109.11
NM_001204	6.86 	ENSG00000204217.16	NM_001204	ENST00000374580.10
NM_018158	6.86 	ENSG00000163798.14	NM_018158	ENST00000326019.11
NM_019063	6.86 	ENSG00000143924.19	NM_019063	ENST00000318522.10
NM_015934	6.86 	ENSG00000055044.11	NM_015934	ENST00000264279.10
NM_018142	6.86 	ENSG00000104613.12	NM_018142	ENST00000397977.8
NM_001018067	6.86 			
NM_015640	6.86 			
NM_001018069	6.86 	ENSG00000142864.15	NM_001018069	ENST00000361219.11
NM_001018068	6.86 			
NM_032316	6.86 	ENSG00000145029.14	NM_032316	ENST00000273598.8
NM_002670	6.86 			
NM_005480	6.86 	ENSG00000135451.13	NM_005480	ENST00000257909.8
NM_012434	6.86 	ENSG00000119899.13	NM_012434	ENST00000355773.6
NM_020246	6.86 	ENSG00000146828.18	NM_020246	ENST00000354161.8
NM_024816	6.86 	ENSG00000177548.13	NM_024816	ENST00000358201.9
NM_033495	6.86 			
NM_004726	6.86 	ENSG00000169891.18	NM_004726	ENST00000357277.8
NM_001010982	6.86 	ENSG00000183077.16	NM_001010982	ENST00000409257.10
NM_002815	6.86 	ENSG00000108671.11	NM_002815	ENST00000261712.8
NM_015138	6.86 	ENSG00000137815.15	NM_015138	ENST00000389629.9
NM_002502	6.88 			
NM_022777	6.88 	ENSG00000128581.17	NM_022777	ENST00000315322.10
NM_001039787	6.88 			
NM_031966	6.88 	ENSG00000134057.15	NM_031966	ENST00000256442.10
NM_181801	6.88 			
NM_007019	6.88 	ENSG00000175063.17	NM_007019	ENST00000356455.9
NM_181802	6.88 			
NM_181800	6.88 			
NM_181803	6.88 			
NM_181799	6.88 			
NM_001042497	6.88 			
NM_001042494	6.88 			
NM_005135	6.88 			
NM_001042495	6.88 			
NM_001042496	6.88 			
NM_133647	6.88 			
NM_004383	6.88 	ENSG00000103653.17	NM_004383	ENST00000220003.14
NM_016213	6.88 	ENSG00000103671.10	NM_016213	ENST00000261884.8
NM_006265	6.89 	ENSG00000164754.16	NM_006265	ENST00000297338.7
NM_181441	6.89 			
NM_181456	6.89 			
NM_181462	6.89 			
NM_181464	6.89 			
NM_181463	6.89 	ENSG00000162910.19	NM_181463	ENST00000336520.8
NM_181454	6.89 			
NM_181465	6.89 			
NM_181455	6.89 			
NM_138967	6.89 	ENSG00000198794.12	NM_138967	ENST00000425597.8
NM_015318	6.90 			
NM_199423	6.90 			
NM_199424	6.90 			
NM_007014	6.90 			
NM_015488	6.91 	ENSG00000127838.15	NM_015488	ENST00000273077.9
NM_022572	6.91 			
NM_018067	6.91 			
NM_001018053	6.91 			
NM_006212	6.91 	ENSG00000123836.15	NM_006212	ENST00000367080.8
NM_003906	6.91 	ENSG00000160294.11	NM_003906	ENST00000291688.6
NM_022091	6.91 			
NM_006828	6.91 	ENSG00000112249.14	NM_006828	ENST00000369162.7
NM_003983	6.91 	ENSG00000103064.15	NM_003983	ENST00000219343.11
NM_001076785	6.91 			
NM_021070	6.91 			
NM_173073	6.92 			
NM_173179	6.92 			
NM_015945	6.92 	ENSG00000080189.15	NM_015945	ENST00000372230.10
NM_032881	6.92 	ENSG00000181817.6	NM_032881	ENST00000315732.3
NM_032493	6.92 	ENSG00000072958.9	NM_032493	ENST00000291439.8
NM_033274	6.93 	ENSG00000135074.16	NM_033274	ENST00000257527.9
NM_023038	6.93 			
NM_004394	6.93 	ENSG00000112977.16	NM_004394	ENST00000230895.11
NM_052850	6.93 	ENSG00000179271.3	NM_052850	ENST00000316939.3
NM_001571	6.93 	ENSG00000126456.16	NM_001571	ENST00000377139.8
NM_015134	6.93 			
NM_201274	6.93 			
NM_002358	6.93 	ENSG00000164109.14	NM_002358	ENST00000296509.11
NM_001039535	6.94 			
NM_145060	6.94 	ENSG00000154839.10	NM_145060	ENST00000285116.8
NM_001539	6.95 	ENSG00000086061.16	NM_001539	ENST00000330899.5
NM_015987	6.95 	ENSG00000013583.10	NM_015987	ENST00000014930.9
NM_006804	6.95 	ENSG00000131748.16	NM_006804	ENST00000336308.10
NM_002503	6.96 	ENSG00000104825.17	NM_002503	ENST00000313582.6
NM_001001716	6.96 			
NM_001827	6.96 	ENSG00000123975.5	NM_001827	ENST00000314355.7
NM_021079	6.96 	ENSG00000136448.13	NM_021079	ENST00000258960.7
NM_153201	6.96 			
NM_006597	6.96 	ENSG00000109971.14	NM_006597	ENST00000534624.6
NM_005736	6.96 	ENSG00000138107.13	NM_005736	ENST00000369905.9
NM_025161	6.96 	ENSG00000185504.17	NM_025161	ENST00000327787.13
NM_006106	6.96 			
NM_021107	6.97 			
NM_033363	6.97 			
NM_033362	6.97 	ENSG00000128626.12	NM_033362	ENST00000308018.9
NM_012284	6.97 	ENSG00000135519.8	NM_012284	ENST00000257981.7
NM_004264	6.97 	ENSG00000152944.9	NM_004264	ENST00000282892.4
NM_178126	6.97 	ENSG00000141699.11	NM_178126	ENST00000309428.10
NM_004941	6.97 	ENSG00000067596.12	NM_004941	ENST00000262415.8
NM_001035521	6.97 	ENSG00000115207.15	NM_001035521	ENST00000264720.8
NM_001521	6.97 			
NM_020160	6.97 			
NM_001009813	6.97 			
NM_032861	6.97 	ENSG00000122335.17	NM_032861	ENST00000647468.2
NM_004943	6.98 	ENSG00000185800.12	NM_004943	ENST00000270223.7
NM_001007527	7.00 	ENSG00000164187.7	NM_001007527	ENST00000296603.5
NM_018356	7.00 	ENSG00000082213.18	NM_018356	ENST00000325366.14
NM_006062	7.00 	ENSG00000135632.12	NM_006062	ENST00000389501.9
NM_052902	7.00 	ENSG00000144589.22	NM_052902	ENST00000456909.6
NM_012229	7.00 			
NM_213650	7.00 			
NM_178867	7.00 			
NM_213649	7.00 	ENSG00000183605.17	NM_213649	ENST00000355697.7
NM_201262	7.00 			
NM_021800	7.00 	ENSG00000108176.15	NM_021800	ENST00000225171.7
NM_007240	7.00 	ENSG00000081721.12	NM_007240	ENST00000367943.5
NM_012437	7.00 	ENSG00000143553.11	NM_012437	ENST00000368685.6
NM_016076	7.00 	ENSG00000121644.19	NM_016076	ENST00000302550.16
NM_001531	7.00 			
NM_012254	7.00 	ENSG00000083807.10	NM_012254	ENST00000263093.7
NM_006758	7.00 	ENSG00000160201.12	NM_006758	ENST00000291552.9
NM_001025203	7.00 			
NM_001025204	7.00 			
NM_014220	7.00 	ENSG00000169908.12	NM_014220	ENST00000305366.8
NM_006545	7.00 	ENSG00000114388.14	NM_006545	ENST00000232501.8
NM_015466	7.00 	ENSG00000076201.16	NM_015466	ENST00000265562.5
NM_147190	7.00 	ENSG00000139624.14	NM_147190	ENST00000317551.12
NM_032704	7.00 	ENSG00000167553.17	NM_032704	ENST00000301072.11
NM_080911	7.00 	ENSG00000076248.12	NM_080911	ENST00000242576.7
NM_003362	7.00 			
NM_182743	7.00 			
NM_182729	7.00 			
NM_003330	7.00 			
NM_182742	7.00 			
NM_001003689	7.00 			
NM_031488	7.00 	ENSG00000100395.15	NM_031488	ENST00000216237.10
NM_020135	7.00 	ENSG00000124535.16	NM_020135	ENST00000380773.9
NM_130395	7.00 			
NM_017994	7.00 	ENSG00000106609.16	NM_017994	ENST00000341567.8
NM_015027	7.00 	ENSG00000179889.20	NM_015027	ENST00000396410.9
NM_016041	7.00 	ENSG00000072849.11	NM_016041	ENST00000158771.9
NM_003016	7.00 			
NM_014030	7.00 	ENSG00000108262.16	NM_014030	ENST00000225394.8
NM_006946	7.00 	ENSG00000173898.15	NM_006946	ENST00000533211.6
NM_020642	7.00 	ENSG00000166452.12	NM_020642	ENST00000309377.9
NM_182901	7.00 			
NM_018026	7.00 	ENSG00000175115.13	NM_018026	ENST00000320580.9
NM_003646	7.00 			
NM_201532	7.00 			
NM_201533	7.00 			
NM_002111	7.00 			
NM_003528	7.03 	ENSG00000184678.11	NM_003528	ENST00000369155.4
NM_005370	7.03 	ENSG00000167461.12	NM_005370	ENST00000300935.8
NM_031442	7.03 	ENSG00000147027.4	NM_031442	ENST00000275954.4
NM_032431	7.03 			
NM_172230	7.03 	ENSG00000162298.19	NM_172230	ENST00000377190.8
NM_006302	7.04 	ENSG00000115275.15	NM_006302	ENST00000448666.7
NM_001280	7.04 			
NM_001892	7.05 	ENSG00000113712.19	NM_001892	ENST00000377843.8
NM_001025105	7.05 			
NM_016940	7.05 	ENSG00000156253.7	NM_016940	ENST00000493196.2
NM_080648	7.05 			
NM_080649	7.05 			
NM_001641	7.05 	ENSG00000100823.12	NM_001641	ENST00000216714.8
NM_174913	7.05 	ENSG00000196943.14	NM_174913	ENST00000267425.8
NM_024843	7.06 	ENSG00000071967.12	NM_024843	ENST00000321348.9
NM_003171	7.06 	ENSG00000156502.14	NM_003171	ENST00000359655.9
NM_020963	7.06 			
NM_002768	7.06 	ENSG00000131165.16	NM_002768	ENST00000397901.8
NM_018428	7.06 	ENSG00000108651.10	NM_018428	ENST00000261708.9
NM_005697	7.06 	ENSG00000140497.16	NM_005697	ENST00000268099.13
NM_017623	7.08 	ENSG00000168763.16	NM_017623	ENST00000305510.4
NM_199078	7.08 			
NM_014976	7.08 	ENSG00000148843.15	NM_014976	ENST00000369797.8
NM_078480	7.08 	ENSG00000179950.14	NM_078480	ENST00000526683.6
NM_014281	7.08 			
NM_022111	7.08 	ENSG00000092853.14	NM_022111	ENST00000318121.8
NM_020888	7.08 	ENSG00000162522.11	NM_020888	ENST00000401073.7
NM_152332	7.08 			
NM_144570	7.08 	ENSG00000206053.13	NM_144570	ENST00000248098.8
NM_001002033	7.08 			
NM_016185	7.08 	ENSG00000189159.16	NM_016185	ENST00000409753.8
NM_001002032	7.08 			
NM_139172	7.09 	ENSG00000160472.5	NM_139172	ENST00000291934.4
NM_013399	7.09 	ENSG00000089486.17	NM_013399	ENST00000567695.6
NM_004798	7.09 	ENSG00000101350.8	NM_004798	ENST00000375712.4
NM_012137	7.09 	ENSG00000153904.21	NM_012137	ENST00000284031.13
NM_013321	7.09 	ENSG00000106266.11	NM_013321	ENST00000222990.8
NM_006640	7.09 	ENSG00000184640.20	NM_006640	ENST00000329047.13
NM_006747	7.09 	ENSG00000213445.10	NM_006747	ENST00000534313.6
NM_153253	7.09 			
NM_005085	7.10 	ENSG00000126883.19	NM_005085	ENST00000359428.10
NM_003394	7.10 	ENSG00000169884.14	NM_003394	ENST00000301061.9
NM_130906	7.11 	ENSG00000240344.9	NM_130906	ENST00000392283.9
NM_131916	7.11 			
NM_032472	7.11 			
NM_016065	7.11 	ENSG00000182180.14	NM_016065	ENST00000372945.8
NM_017861	7.11 	ENSG00000163964.18	NM_017861	ENST00000392391.9
NM_001001710	7.11 	ENSG00000188163.8	NM_001001710	ENST00000344774.6
NM_018077	7.11 	ENSG00000106344.8	NM_018077	ENST00000223073.6
NM_006832	7.11 	ENSG00000073712.15	NM_006832	ENST00000341590.8
NM_003457	7.11 			
NM_001032293	7.11 			
NM_018304	7.11 	ENSG00000068489.13	NM_018304	ENST00000262293.9
NM_021972	7.11 			
NM_182965	7.11 			
NM_178537	7.13 	ENSG00000182272.12	NM_178537	ENST00000329962.11
NM_013388	7.13 	ENSG00000138073.14	NM_013388	ENST00000260643.7
NM_001042385	7.13 			
NM_001042386	7.13 			
NM_006036	7.13 			
NM_022452	7.13 			
NM_014230	7.13 	ENSG00000167881.15	NM_014230	ENST00000307877.7
NM_004172	7.14 	ENSG00000079215.15	NM_004172	ENST00000265113.9
NM_021982	7.14 	ENSG00000113615.13	NM_021982	ENST00000398844.7
NM_000341	7.14 	ENSG00000138079.14	NM_000341	ENST00000260649.11
NM_030929	7.14 	ENSG00000107821.15	NM_030929	ENST00000370200.6
NM_016143	7.14 	ENSG00000088833.18	NM_016143	ENST00000216879.9
NM_018839	7.14 			
NM_182483	7.14 			
NM_173831	7.14 			
NM_017846	7.14 	ENSG00000180098.9	NM_017846	ENST00000373830.4
NM_201446	7.14 			
NM_016215	7.14 	ENSG00000172889.16	NM_016215	ENST00000308874.12
NM_032558	7.14 	ENSG00000148110.17	NM_032558	ENST00000375344.8
NM_019592	7.14 	ENSG00000155827.12	NM_019592	ENST00000389120.8
NM_005550	7.14 			
NM_000088	7.14 	ENSG00000108821.14	NM_000088	ENST00000225964.10
NM_019013	7.14 	ENSG00000129195.16	NM_019013	ENST00000572447.6
NM_003129	7.15 	ENSG00000104549.12	NM_003129	ENST00000265896.10
NM_022756	7.16 			
NM_006297	7.16 	ENSG00000073050.12	NM_006297	ENST00000262887.10
NM_138785	7.16 	ENSG00000055211.14	NM_138785	ENST00000367419.10
NM_006876	7.16 	ENSG00000174684.7	NM_006876	ENST00000311181.5
NM_175610	7.16 			
NM_003257	7.16 			
NM_001037582	7.16 	ENSG00000145284.12	NM_001037582	ENST00000319540.9
NM_024906	7.16 			
NM_080875	7.17 			
NM_032656	7.17 	ENSG00000150990.9	NM_032656	ENST00000308736.7
NM_022916	7.17 	ENSG00000139719.11	NM_022916	ENST00000267199.9
NM_022463	7.17 	ENSG00000167693.17	NM_022463	ENST00000336868.8
NM_001358	7.17 	ENSG00000109606.13	NM_001358	ENST00000336812.5
NM_014681	7.17 	ENSG00000134815.19	NM_014681	ENST00000328771.9
NM_194428	7.17 			
NM_024578	7.17 	ENSG00000099330.9	NM_024578	ENST00000215061.9
NM_052897	7.18 	ENSG00000166987.15	NM_052897	ENST00000355673.8
NM_054027	7.20 	ENSG00000154122.14	NM_054027	ENST00000284268.8
NM_182551	7.20 			
NM_001002257	7.20 	ENSG00000172954.14	NM_001002257	ENST00000379509.8
NM_018246	7.20 	ENSG00000147419.19	NM_018246	ENST00000356537.9
NM_003196	7.20 	ENSG00000204219.11	NM_003196	ENST00000450454.7
NM_014455	7.20 	ENSG00000265491.5	NM_014455	ENST00000582693.5
NM_017827	7.20 	ENSG00000104835.15	NM_017827	ENST00000221431.11
NM_001035005	7.20 	ENSG00000177576.12	NM_001035005	ENST00000318240.8
NM_000629	7.20 	ENSG00000142166.14	NM_000629	ENST00000270139.8
NM_153215	7.20 	ENSG00000179564.4	NM_153215	ENST00000316436.4
NM_207337	7.20 			
NM_152237	7.20 			
NM_152236	7.20 			
NM_006478	7.20 			
NM_152906	7.20 	ENSG00000183597.16	NM_152906	ENST00000327374.9
NM_015432	7.20 			
NM_019023	7.20 	ENSG00000132600.18	NM_019023	ENST00000441236.3
NM_000421	7.20 	ENSG00000186395.9	NM_000421	ENST00000269576.6
NM_144683	7.20 	ENSG00000167536.14	NM_144683	ENST00000378895.9
NM_016359	7.20 	ENSG00000137804.14	NM_016359	ENST00000559596.6
NM_018454	7.20 			
NM_024038	7.22 	ENSG00000123144.11	NM_024038	ENST00000242784.5
NM_017546	7.23 	ENSG00000158435.8	NM_017546	ENST00000289382.8
NM_003818	7.23 	ENSG00000101290.14	NM_003818	ENST00000460006.6
NM_018715	7.23 	ENSG00000179051.14	NM_018715	ENST00000375436.9
NM_005839	7.23 	ENSG00000133226.18	NM_005839	ENST00000323848.14
NM_006232	7.23 	ENSG00000163882.10	NM_006232	ENST00000456318.6
NM_022833	7.23 	ENSG00000136830.12	NM_022833	ENST00000373312.4
NM_001035534	7.23 			
NM_006896	7.23 	ENSG00000122592.8	NM_006896	ENST00000242159.5
NM_005801	7.23 	ENSG00000173812.11	NM_005801	ENST00000469257.2
NM_005438	7.23 	ENSG00000175592.9	NM_005438	ENST00000312562.7
NM_012123	7.24 	ENSG00000135297.17	NM_012123	ENST00000498286.6
NM_133645	7.24 			
NM_024519	7.24 	ENSG00000039523.20	NM_024519	ENST00000042381.9
NM_144765	7.24 			
NM_005797	7.24 	ENSG00000149573.9	NM_005797	ENST00000278937.7
NM_012403	7.24 			
NM_001013442	7.25 			
NM_022912	7.25 			
NM_032312	7.25 	ENSG00000119820.11	NM_032312	ENST00000238831.9
NM_199368	7.25 			
NM_015638	7.25 	ENSG00000100991.12	NM_015638	ENST00000252015.3
NM_007254	7.25 	ENSG00000039650.12	NM_007254	ENST00000322344.8
NM_005886	7.25 	ENSG00000140854.13	NM_005886	ENST00000379661.8
NM_030639	7.25 			
NM_017840	7.25 	ENSG00000166902.5	NM_017840	ENST00000300151.5
NM_004263	7.26 	ENSG00000135622.13	NM_004263	ENST00000357877.7
NM_080594	7.26 	ENSG00000205937.12	NM_080594	ENST00000320225.10
NM_006711	7.26 			
NM_001009555	7.26 			
NM_006058	7.27 	ENSG00000145901.16	NM_006058	ENST00000521591.6
NM_022909	7.27 	ENSG00000153044.10	NM_022909	ENST00000283006.7
NM_006463	7.27 			
NM_213622	7.27 	ENSG00000124356.17	NM_213622	ENST00000394070.7
NM_201647	7.27 			
NM_170719	7.27 			
NM_025138	7.27 	ENSG00000120685.20	NM_025138	ENST00000352251.8
NM_016045	7.27 	ENSG00000101166.16	NM_016045	ENST00000355937.9
NM_016281	7.27 	ENSG00000135090.14	NM_016281	ENST00000392533.8
NM_201224	7.27 			
NM_016355	7.27 	ENSG00000213782.7	NM_016355	ENST00000358007.7
NM_198212	7.27 			
NM_001233	7.27 	ENSG00000105971.15	NM_001233	ENST00000222693.5
NM_145040	7.27 	ENSG00000170955.10	NM_145040	ENST00000303927.4
NM_032885	7.29 	ENSG00000130734.10	NM_032885	ENST00000309469.9
NM_153603	7.29 	ENSG00000168434.13	NM_153603	ENST00000307149.10
NM_004237	7.29 	ENSG00000071539.14	NM_004237	ENST00000166345.8
NM_005066	7.29 	ENSG00000116560.12	NM_005066	ENST00000357214.6
NM_006702	7.29 			
NM_002898	7.29 	ENSG00000076067.13	NM_002898	ENST00000262031.10
NM_016250	7.29 			
NM_201541	7.29 			
NM_201539	7.29 			
NM_201536	7.29 			
NM_201540	7.29 			
NM_201538	7.29 			
NM_201535	7.29 			
NM_201537	7.29 			
NM_024098	7.29 	ENSG00000110104.13	NM_024098	ENST00000227520.10
NM_003768	7.30 	ENSG00000162734.13	NM_003768	ENST00000360472.9
NM_006784	7.30 	ENSG00000065183.16	NM_006784	ENST00000349139.6
NM_003157	7.30 	ENSG00000114904.13	NM_003157	ENST00000233027.10
NM_014445	7.30 	ENSG00000120742.11	NM_014445	ENST00000239944.7
NM_014740	7.30 	ENSG00000141543.12	NM_014740	ENST00000649764.2
NM_005831	7.30 	ENSG00000136436.15	NM_005831	ENST00000258947.8
NM_178276	7.31 			
NM_013346	7.31 	ENSG00000147164.12	NM_013346	ENST00000374274.8
NM_002766	7.31 	ENSG00000161542.17	NM_002766	ENST00000446526.8
NM_006336	7.32 	ENSG00000160445.11	NM_006336	ENST00000291900.7
NM_005732	7.33 	ENSG00000113522.14	NM_005732	ENST00000378823.8
NM_133482	7.33 			
NM_003400	7.33 	ENSG00000082898.19	NM_003400	ENST00000401558.7
NM_007190	7.33 	ENSG00000107651.14	NM_007190	ENST00000369075.8
NM_018411	7.33 			
NM_005144	7.33 	ENSG00000168453.16	NM_005144	ENST00000381418.9
NM_198584	7.33 	ENSG00000185015.8	NM_198584	ENST00000321764.4
NM_182948	7.33 	ENSG00000142875.20	NM_182948	ENST00000370685.7
NM_207578	7.33 			
NM_002731	7.33 			
NM_007199	7.33 	ENSG00000090376.11	NM_007199	ENST00000261233.9
NM_019082	7.33 	ENSG00000136271.11	NM_019082	ENST00000258772.10
NM_003470	7.33 	ENSG00000187555.17	NM_003470	ENST00000344836.9
NM_004785	7.33 			
NM_005229	7.33 			
NM_032564	7.33 	ENSG00000062282.15	NM_032564	ENST00000228027.12
NM_006099	7.35 	ENSG00000131788.16	NM_006099	ENST00000393045.7
NM_002676	7.35 	ENSG00000100417.12	NM_002676	ENST00000216259.8
NM_004200	7.35 			
NM_213636	7.36 			
NM_203352	7.36 			
NM_005451	7.36 	ENSG00000196923.14	NM_005451	ENST00000355841.7
